Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions,log_GHG_Emissions,age,age_group,Occupancy_group
146-152 West 29th Street,10001,146,WEST 29 STREET,Office,Office,76454.0,1910,1,100,88.8,92.9,16.2,,2603.2,31.57,40.747225,-73.991432,631.4,207.4,424.0,6.449522105335317,114,,76-100%
158 West 29th Street,10001,158,WEST 29 STREET,Office,Office,48686.0,1912,1,100,56.9,60.6,8.4,0.3,745.7,12.78,40.747327,-73.991678,244.3,85.2,159.1,5.502481951264444,112,,76-100%
345 7th Avenue,10001,345,7 AVENUE,Other,Office,190325.0,1928,1,100,42.5,44.1,6.5,0.0,3964.2,10.41,40.748038,-73.99276,1360.3,560.7,799.5,7.216195404518428,96,>50,76-100%
143-145 West 29th Street,10001,143,WEST 29 STREET,Office,Office,53692.0,1912,1,100,54.5,55.3,8.5,,1200.2,20.59,40.747206,-73.991342,269.6,108.8,160.8,5.600641715736688,112,,76-100%
135 West 29th Street,10001,135,WEST 29 STREET,Office,Office,71167.0,1911,1,100,63.1,66.0,11.7,,,,40.747138,-73.99118,416.5,132.0,284.6,6.0342845442909105,113,,76-100%
129 West 29th Street,10001,129,WEST 29 STREET,Office,Office,79900.0,1900,1,100,66.2,68.9,10.7,,1073.5,12.5,40.747085,-73.991057,484.2,185.8,298.4,6.184561177069895,124,,76-100%
150 West 30th Street,10001,144,WEST 30 STREET,Other,Office,216841.0,1926,1,100,34.6,35.7,5.3,0.0,,,40.747824,-73.990941,1262.2,522.6,739.6,7.141403462941432,98,>50,76-100%
130 West 30th Street,10001,130,WEST 30 STREET,Multifamily Housing,Multifamily Housing,92783.0,1929,1,100,51.7,55.1,6.1,0.3,,,40.747706,-73.99066,396.4,183.3,213.1,5.984943330117717,95,>50,76-100%
363 Seventh Avenue,10001,363,7 AVENUE,Office,Office,83642.0,1930,1,100,68.9,69.1,12.4,0.1,2282.3,26.59,40.748609,-73.992349,497.4,150.6,346.8,6.211402967473243,94,>50,76-100%
145 West 30th Street,10001,145,WEST 30 STREET,Office,Office,105642.0,1900,1,100,49.2,51.9,8.2,0.2,1505.3,14.25,40.747837,-73.990934,397.9,123.0,274.9,5.988710758911361,124,,76-100%
135 West 30th St.,10001,135,WEST 30 STREET,Hotel,Hotel,124000.0,2013,1,100,75.5,75.6,14.0,0.3,8665.0,69.88,40.747752,-73.990728,739.2,173.9,565.2,6.606920419952056,11,11-20,76-100%
115 West 35th Street,10001,115,WEST 30 STREET,Multifamily Housing,Multifamily Housing,151525.0,1912,1,90,78.2,78.2,5.8,,8200.4,54.12,40.747582,-73.990324,934.7,655.4,279.3,6.841294912281867,112,,76-100%
875 Sixth Avenue,10001,875,AVENUE OF THE AMER,Office,Office,248714.0,1927,1,90,56.7,58.5,10.3,0.2,3162.8,12.33,40.747991,-73.989108,1139.0,282.0,857.0,7.038783541388542,97,>50,76-100%
110 W 32nd St.,10001,110,WEST 32 STREET,Mixed Use Property,Office,54000.0,1920,1,100,150.2,,,,381.8,2.98,40.748771,-73.98935,1273.8,759.0,514.8,7.150544582543182,104,,76-100%
108-110 West 34th Street,10001,108,WEST 34 STREET,Office,Office,53115.0,1903,1,100,70.2,74.5,14.2,0.3,825.8,15.55,40.750011,-73.988332,300.9,60.7,240.1,5.710095836712793,121,,76-100%
131 W 35th St ,10001,131,WEST 35 STREET,Office,Office,94000.0,1913,1,100,36.7,35.7,10.4,0.0,,,40.750999,-73.988559,319.9,0.6,319.3,5.771129548115811,111,,76-100%
"132 West 36th Street, New York",10018,132,WEST 36 STREET,Other,Office,175000.0,1922,1,100,57.5,58.7,10.8,0.0,,,40.751658,-73.988237,910.6,259.4,651.2,6.815201297371529,102,,76-100%
142 West 36th Street,10018,142,WEST 36 STREET,Office,Office,101203.0,1945,1,100,87.1,86.0,10.1,0.0,3534.5,34.93,40.751732,-73.988414,727.3,391.4,335.8,6.59071305122387,79,>50,76-100%
152 W. 36TH. ST,10018,152,WEST 36 STREET,Office,Office,51800.0,1920,1,100,63.0,66.1,9.3,,1025.7,19.8,40.751806,-73.988588,273.4,117.4,156.0,5.61458689585173,104,,76-100%
499 7th Avenue,10018,491,7 AVENUE,Office,Office,356246.0,1925,1,100,33.7,35.7,5.3,0.2,2273.6,6.3,40.752608,-73.989443,915.1,285.9,629.1,6.820125529021163,99,>50,76-100%
151 West 36th Street,10018,149,WEST 36 STREET,Office,Office,57000.0,1909,1,100,55.1,61.0,8.0,0.0,637.2,11.18,40.751781,-73.988486,263.2,113.3,149.9,5.576706392088225,115,,76-100%
141 W 36TH STREET,10018,141,WEST 36 STREET,Office,Office,115124.0,1911,1,100,53.5,57.9,8.0,,,,40.751721,-73.988342,567.5,238.6,328.8,6.343001313190591,113,,76-100%
135 W36 St.,10018,135,WEST 36 STREET,Office,Office,99117.0,1923,1,100,55.0,,8.8,0.0,2095.3,19.54,40.751677,-73.988234,501.0,197.2,303.8,6.218600119691729,101,,76-100%
989 Ave of the Americas,10018,989,AVENUE OF THE AMER,Office,Office,102325.0,1926,1,95,56.3,58.6,11.3,,,,40.751394,-73.986635,489.8,0.0,489.8,6.196036712836756,98,>50,76-100%
134 West 37th St,10018,134,WEST 37 STREET,Office,Office,110000.0,1914,1,100,46.9,,11.6,0.0,1943.4,14.95,40.752377,-73.988028,551.0,65.3,485.6,6.313548046277095,110,,76-100%
148 WEST 37TH STREET,10018,148,WEST 37 STREET,Office,Office,96346.0,1924,1,100,38.7,37.8,7.9,0.0,519.9,5.07,40.752465,-73.988237,347.8,81.6,266.2,5.8544986920348245,100,>50,76-100%
107-109 West 38th Street,10018,109,WEST 38 STREET,Multifamily Housing,Multifamily Housing,52289.0,1923,1,100,56.8,,7.9,0.0,874.9,16.73,40.752544,-73.986462,248.9,115.5,133.4,5.521060837840906,101,,76-100%
248 Duffield St,11201,503,FULTON STREET,Office,Office,129555.0,1930,1,100,9.3,9.3,0.0,0.1,,,40.690584,-73.985136,86.9,86.9,0.0,4.476199804691132,94,>50,76-100%
108 West 39th Street,10018,108,WEST 39 STREET,Office,Office,89990.0,1927,1,100,60.8,59.8,12.9,0.2,,,40.753173,-73.986075,488.5,81.9,406.6,6.193384461970565,97,>50,76-100%
110 WEST 40TH STREET,10018,110,WEST 40 STREET,Office,Office,126457.0,1914,1,100,62.9,67.6,8.8,0.0,3092.5,22.58,40.753818,-73.985696,720.9,332.8,388.1,6.581886625145115,110,,76-100%
325 Avenue Y,11223,325,AVENUE Y,Office,Office,66688.0,2012,1,100,18.5,18.1,4.7,0.0,444.7,6.67,40.587998,-73.973861,109.0,7.4,101.6,4.700480365792417,12,11-20,76-100%
90 Fifth Avenue,10011,84,5 AVENUE,Office,Office,125508.0,1903,1,80,56.6,59.4,10.6,0.2,,,40.736112,-73.993552,620.7,153.2,467.5,6.432457661275292,121,,76-100%
30 West 15th Street,10011,30,WEST 15 STREET,Multifamily Housing,Multifamily Housing,60151.0,1908,1,100,20.2,20.5,4.0,0.1,,,40.737163,-73.994263,104.9,22.9,82.0,4.662495252607361,116,,76-100%
22 West 15th Street,10011,22,WEST 15 STREET,Multifamily Housing,Multifamily Housing,132662.0,1989,1,100,77.8,81.0,8.0,0.5,,,40.737084,-73.994075,697.8,347.7,350.1,6.549364578259901,35,31-40,76-100%
50 West 15th Street,10011,50,WEST 15 STREET,Multifamily Housing,Multifamily Housing,69630.0,2008,1,100,73.6,76.1,9.1,0.5,2256.1,32.4,40.737361,-73.994732,360.3,154.1,206.2,5.889708638153595,16,11-20,76-100%
77 West 15th Street,10011,552,AVENUE OF THE AMER,Multifamily Housing,Multifamily Housing,80360.0,1973,1,100,74.8,78.4,7.3,0.5,,,40.738138,-73.996258,456.3,238.0,218.3,6.125339630664009,51,>50,76-100%
54 WEST 16TH STREET,10011,568,AVENUE OF THE AMER,Multifamily Housing,Multifamily Housing,138635.0,1955,1,100,13.9,13.9,4.1,,,,40.738536,-73.995969,179.1,0.0,179.1,5.19351225218191,69,>50,76-100%
108 5th Avenue,10011,108,5 AVENUE,Multifamily Housing,Multifamily Housing,74500.0,1986,1,100,77.4,83.4,7.9,0.6,2263.9,29.4,40.737306,-73.992992,399.2,205.8,193.4,5.991964422149633,38,31-40,76-100%
31 W 15th Street,10011,31,WEST 15 STREET,Multifamily Housing,Multifamily Housing,175000.0,2012,1,100,59.9,62.2,9.7,0.3,,,40.737191,-73.994284,787.4,248.3,539.1,6.670005575278565,12,11-20,76-100%
43 West 16th St,10011,43,WEST 16 STREET,Multifamily Housing,Multifamily Housing,62192.0,1911,1,100,93.6,101.0,6.4,0.0,3859.2,62.05,40.737948,-73.994096,457.6,325.9,131.7,6.128178370423804,113,,76-100%
110 Fifth Avenue,10011,110,5 AVENUE,Office,Office,164630.0,1988,1,100,57.9,57.3,9.9,0.2,2250.1,12.72,40.737424,-73.992599,781.0,227.6,553.4,6.661854740545311,36,31-40,76-100%
14 west 17 th street,10011,14,WEST 17 STREET,Other - Lodging/Residential,Other - Lodging/Residential,52000.0,1906,1,100,50.4,54.5,3.7,0.4,794.4,15.28,40.738231,-73.992996,165.4,104.0,61.4,5.114394528387108,118,,76-100%
26 W 17th St,10011,26,WEST 17 STREET,Office,Office,107967.0,1905,1,100,53.7,,11.7,0.0,339.2,3.14,40.738349,-73.993277,512.6,104.7,407.9,6.2414447523757515,119,,76-100%
50 West 17th Street,10011,50,WEST 17 STREET,Office,Office,77035.0,1911,1,100,73.1,79.2,9.8,0.2,680.6,8.84,40.738585,-73.99384,442.7,202.1,240.5,6.095148658384864,113,,76-100%
590 6th Avenue,10011,590,AVENUE OF THE AMER,K-12 School,K-12 School,90600.0,1988,1,100,90.2,93.6,14.4,0.4,4870.3,32.25,40.739178,-73.9955,1025.5,318.8,706.6,6.933910236458988,36,31-40,76-100%
17 West 17th Street,10011,17,WEST 17 STREET,Multifamily Housing,Multifamily Housing,51269.0,1915,1,100,54.4,57.8,7.9,0.3,339.6,6.08,40.738283,-73.993072,222.3,80.2,142.1,5.408516158846112,109,,76-100%
126-8 Fifth Avenue,10011,126,5 AVENUE,Office,Office,71302.0,1950,1,100,108.3,116.1,14.8,0.7,2438.6,23.99,40.738338,-73.991931,789.9,309.7,480.2,6.673171537525372,74,>50,76-100%
18 West 18th Street,10011,18,WEST 18 STREET,Office,Office,92058.0,1902,1,100,58.8,62.4,10.4,0.0,2810.5,15.61,40.738859,-73.99266,903.7,299.1,604.6,6.807603397031696,122,,76-100%
63 West 17th Street,10011,63,WEST 17 STREET,Multifamily Housing,Multifamily Housing,65959.0,1963,1,100,77.4,82.0,10.3,0.5,1420.8,18.19,40.738725,-73.994129,430.0,175.9,254.1,6.066108090103747,61,>50,76-100%
32 West 18th Street,10011,32,WEST 18 STREET,Multifamily Housing,Multifamily Housing,80730.0,1908,1,100,68.5,71.2,11.3,0.3,1578.4,19.55,40.738999,-73.992989,418.4,127.0,291.4,6.03882511846782,116,,76-100%
42 52 NORTHERN BLVD,11101,42-52,NORTHERN BOULEVARD,Retail Store,Retail Store,46348.0,1982,1,100,51.1,56.0,6.4,0.3,487.9,8.84,,,198.3,84.9,113.4,5.294811227218749,42,41-50,76-100%
"22 West 19th Street, New York",10011,23,WEST 18 STREET,Office,Office,120000.0,1901,1,100,67.0,68.7,14.2,0.0,3596.5,22.06,40.738928,-73.992783,957.0,199.4,757.6,6.86484777797086,123,,76-100%
130 Fifth Avenue,10011,130,5 AVENUE,Office,Office,234767.0,1904,1,100,39.1,40.3,9.1,,2185.8,9.31,40.738596,-73.991744,822.2,130.7,691.6,6.71319918451984,120,,76-100%
140 5th Avenue,10011,140,5 AVENUE,Multifamily Housing,Multifamily Housing,55025.0,1901,1,100,93.7,102.0,8.4,0.0,1078.7,19.6,40.739005,-73.991448,411.2,264.8,146.4,6.021508668456359,123,,76-100%
16 West 19th Street,10011,16,WEST 19 STREET,Multifamily Housing,Multifamily Housing,58594.0,1906,1,100,77.7,79.7,12.5,0.4,1726.5,29.47,40.739422,-73.992191,342.5,107.3,235.2,5.839187111662404,118,,76-100%
5 West 19th Street,10011,142,5 AVENUE,Office,Office,49690.0,1900,1,100,83.9,83.3,10.7,0.0,2594.0,31.64,40.739178,-73.991321,569.0,288.1,281.0,6.345636360828596,124,,76-100%
20 West 20th Street,10011,18,WEST 20 STREET,Office,Office,92820.0,1906,1,100,79.1,82.4,12.9,0.0,7817.2,77.39,40.740029,-73.991808,681.2,260.0,421.2,6.525322869984546,118,,76-100%
40 WEST 20th STREET,10011,40,WEST 20 STREET,Office,Office,87600.0,1923,1,100,69.5,71.0,13.6,0.1,,,40.740246,-73.992324,748.6,183.3,565.3,6.619539730924212,101,,76-100%
650 Sixth Avenue,10011,650,6 AVENUE,Multifamily Housing,Multifamily Housing,83500.0,1906,1,100,64.5,64.7,15.7,,,,40.740855,-73.994277,632.6,0.0,632.6,6.451417840500216,118,,76-100%
636 6th Ave,10011,636,AVENUE OF THE AMERIC,Office,Office,65690.0,1902,1,100,82.5,81.7,15.2,0.0,,,,,591.8,180.6,411.2,6.384857073981877,122,,76-100%
37 West 20th Street,10011,37,WEST 20 STREET,Office,Office,120000.0,1909,1,100,41.4,40.8,9.1,0.0,1437.8,11.5,40.740232,-73.992252,448.4,80.7,367.7,6.107913359751229,115,,76-100%
27 West 20th Street,10011,27,WEST 20 STREET,Office,Office,100794.9,1908,1,100,64.8,66.9,11.7,0.0,3840.1,38.1,40.740136,-73.992021,563.7,182.5,381.2,6.336294616678791,116,,76-100%
156 Fifth Avenue,10010,154,5 AVENUE,Office,Office,150000.0,1900,1,100,61.2,,11.4,0.0,1858.9,9.4,40.739768,-73.990892,1041.0,324.7,716.3,6.948897222313312,124,,76-100%
4 West 21st Street,10010,4,WEST 21 STREET,Multifamily Housing,Multifamily Housing,115127.0,2006,1,100,86.1,89.5,10.9,0.5,3915.3,33.26,40.740479,-73.991051,713.4,304.0,409.3,6.571443029562289,18,11-20,76-100%
12 West 21st St.,10010,12,WEST 21 STREET,Office,Office,59752.0,1920,1,100,90.7,93.4,14.5,0.2,2417.7,40.46,40.740558,-73.991238,439.6,162.5,277.1,6.088137434368242,104,,76-100%
22 West 21st St,10010,22,WEST 21 STREET,Other,Other,101368.0,1907,1,100,54.1,53.1,9.4,0.0,1608.4,15.87,40.740657,-73.991473,468.9,158.5,310.4,6.15251990610877,117,,76-100%
30 West 21st Street,10010,30,WEST 21 STREET,Office,Office,61500.0,1907,1,100,61.8,71.6,11.5,,669.9,10.89,40.740737,-73.99166,327.0,102.4,224.5,5.793013608384144,117,,76-100%
38 W 21st St.,10010,38,WEST 21 STREET,Office,Office,62799.0,1908,1,100,85.8,,,,2454.4,33.72,40.740816,-73.991848,513.4,280.3,233.0,6.243001172923409,116,,76-100%
54 West 21st Street,10011,54,WEST 21 STREET,Office,Office,110000.0,1910,1,100,68.5,72.8,11.2,0.1,2412.8,20.11,40.740976,-73.992223,682.0,246.2,435.8,6.52649485957079,114,,76-100%
21 West 20th Street,10011,21,WEST 20 STREET,Multifamily Housing,Multifamily Housing,89288.0,1927,1,100,18.7,,5.2,,,,40.740078,-73.991884,146.1,,146.1,4.991112627607392,97,>50,76-100%
45-51 W 21 St,10010,45,WEST 21 STREET,Multifamily Housing,Multifamily Housing,73500.0,1915,1,100,60.6,64.6,7.1,0.4,844.6,11.49,40.740902,-73.992003,312.3,141.6,170.7,5.747161197958146,109,,76-100%
37 West 21st Street,10010,35,WEST 21 STREET,Multifamily Housing,Multifamily Housing,151236.0,2008,1,100,43.2,44.8,7.3,0.2,5065.1,32.42,40.740803,-73.991776,514.9,148.8,366.1,6.245912948250604,16,11-20,76-100%
19 West 21st Street,10001,19,WEST 21 STREET,Office,Office,118948.0,1908,1,100,100.3,108.2,8.1,0.0,1817.2,15.28,40.740649,-73.991408,947.4,637.0,310.3,6.854776354191251,116,,76-100%
16 West 26th Street,10010,15,WEST 21 STREET,Office,Office,128000.0,1911,1,100,83.5,84.9,14.2,0.2,5224.4,37.86,40.740611,-73.991314,933.0,293.2,639.8,6.839476438228843,113,,76-100%
7 West 21st Street,10010,7,WEST 21 STREET,Multifamily Housing,Multifamily Housing,261425.0,2014,1,100,18.7,18.7,5.5,,828.7,3.07,40.740531,-73.99113,469.5,0.0,469.5,6.153795959025435,10,0-10,76-100%
20-26 West 22nd Street,10010,20,WEST 22 STREET,Office,Office,159287.0,1910,1,75,49.2,50.5,9.3,0.0,3497.8,20.55,40.741253,-73.990978,714.8,201.7,513.1,6.573400798331925,114,,51-75%
40 West 22nd Street,10010,40,WEST 22 STREET,Multifamily Housing,Multifamily Housing,52829.0,1909,1,100,59.7,64.9,5.7,0.0,901.1,17.06,40.74145,-73.991447,249.2,153.7,95.5,5.522260598032811,115,,76-100%
56 West 22nd Street,10022,56,WEST 22 STREET,Office,Office,52500.0,1907,1,100,36.3,35.9,6.5,0.0,1124.6,18.74,40.74161,-73.991823,187.9,61.6,126.3,5.241217774507464,117,,76-100%
31 West 21st Street,10010,31,WEST 21 STREET,Multifamily Housing,Multifamily Housing,68316.0,2003,1,100,45.4,48.0,5.4,0.3,888.8,11.96,40.740764,-73.991682,233.0,106.9,126.1,5.455321115357702,21,21-30,76-100%
27 West 23rd Street,10010,27,WEST 23 STREET,Office,Office,145750.0,1880,1,100,83.3,84.6,12.0,0.2,,,40.742013,-73.990653,1037.2,219.8,817.5,6.945243723393129,144,,76-100%
40 West 24th Street,10010,36,WEST 24 STREET,Multifamily Housing,Multifamily Housing,76805.0,1905,1,100,21.7,22.0,4.5,0.1,,,40.74271,-73.990321,135.4,26.1,109.3,4.915591745409362,119,,76-100%
77 W 24th Street,10010,736,AVENUE OF THE AMER,Multifamily Housing,Multifamily Housing,269610.0,2000,1,100,82.9,86.1,9.9,0.5,13697.8,48.15,40.743619,-73.992274,1646.0,726.3,919.7,7.4067107301776405,24,21-30,76-100%
43 West 24th Street,10010,43,WEST 24 STREET,Office,Office,70000.0,1912,1,100,81.9,85.2,12.9,0.2,2774.5,36.99,40.742883,-73.990686,485.9,171.7,314.2,6.188058763188655,112,,76-100%
27 West 24th St,10010,27,WEST 24 STREET,Office,Office,98778.0,1907,1,100,106.6,110.7,13.4,0.7,,,40.742718,-73.990292,742.8,313.4,429.4,6.61177218149097,117,,76-100%
24-28 West 25th Street,10010,24,WEST 25 STREET,Office,Office,99454.0,1911,1,100,,,,,,,40.743383,-73.990004,,,,,113,,76-100%
36 West 25th Street,10010,36,WEST 25 STREET,Office,Office,60000.0,1916,1,100,68.9,75.9,11.1,0.0,1448.2,22.28,40.743484,-73.990242,381.7,145.4,236.3,5.947251392431657,108,,76-100%
40 West 25th Street,10010,40,WEST 25 STREET,Office,Office,95374.0,1913,1,100,,,,,,,40.743517,-73.990321,,,,,111,,76-100%
48 West 25th Street,10010,48,WEST 25 STREET,Office,Other,97554.0,1920,1,100,81.3,87.9,13.4,0.0,1811.1,18.57,40.743586,-73.99048,673.2,250.1,423.1,6.51352680279996,104,,76-100%
45 West 25th St.,10010,45,WEST 25 STREET,Other,Office,100000.0,1909,1,100,59.1,63.2,7.1,0.4,3577.2,32.52,40.743556,-73.990364,455.1,198.6,256.5,6.122712083717655,115,,76-100%
1123 Broadway,10010,1121,BROADWAY,Office,Office,105667.0,1896,1,95,130.6,144.2,6.8,0.2,3761.8,35.6,40.743201,-73.989134,1037.9,805.6,232.3,6.945917740076486,128,,76-100%
1133 Broadway,10010,1129,BROADWAY,Office,Office,135000.0,1896,1,95,83.3,83.8,13.7,0.2,,,40.743415,-73.989094,887.1,289.2,598.0,6.789084349264458,128,,76-100%
30 West 26th St.,10010,30,WEST 26 STREET,Office,Office,82720.0,1930,1,100,95.8,100.7,16.5,0.2,6469.2,71.31,40.744102,-73.989762,708.2,226.6,481.6,6.5641375742000525,94,>50,76-100%
38 West 26th Street,10010,38,WEST 26 STREET,Multifamily Housing,Multifamily Housing,61150.0,1909,1,100,107.1,112.9,10.5,0.8,2673.5,41.04,40.744165,-73.989913,464.2,245.1,219.1,6.142467420644509,115,,76-100%
37 West 26th Street,10010,37,WEST 26 STREET,Office,Office,122330.0,1908,1,100,74.7,73.5,14.9,0.2,0.0,0.0,40.744179,-73.989902,739.1,145.3,593.8,6.606785312203421,116,,76-100%
1140 Broadway,10016,1140,BROADWAY,Office,Office,132000.0,1915,1,100,63.6,62.3,12.2,0.0,1825.0,13.08,40.743907,-73.988979,757.1,200.2,556.8,6.630815303062258,109,,76-100%
220 5th Ave.,10001,218,5 AVENUE,Office,Office,121566.0,1912,1,100,75.9,,3.0,0.1,3535.3,25.1,40.743547,-73.988134,790.7,657.4,133.3,6.674182532177388,112,,76-100%
1155 Broadway,10001,1155,BROADWAY,Hotel,Hotel,50000.0,1994,1,100,67.7,70.3,8.9,0.4,969.5,19.39,40.74431,-73.988924,241.8,96.7,145.1,5.492238059185343,30,21-30,76-100%
12 West 27th St.,10010,12,WEST 27 STREET,Office,Office,83875.0,1930,1,100,87.9,94.2,11.8,0.1,,,40.744673,-73.989224,638.2,295.9,342.3,6.460217394452065,94,>50,76-100%
22-24 West 27th Street,100016905,22,WEST 27 STREET,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30975.0,1910,1,90,47.6,48.0,6.1,,1321.8,24.89,40.744744,-73.98939,208.9,102.2,106.6,5.346631226826587,114,,76-100%
28 W 27th Street,10001,28,WEST 27 STREET,Office,Office,64000.0,1909,1,100,60.7,60.2,7.6,,1557.1,24.33,40.744785,-73.989491,322.4,164.9,157.5,5.778889947143006,115,,76-100%
800 6th Ave.,10001,796,AVENUE OF THE AMER,Multifamily Housing,Multifamily Housing,298829.0,2003,1,100,78.4,,8.2,0.5,9738.6,32.05,40.74551,-73.990891,1615.3,796.1,819.2,7.387894865415763,21,21-30,76-100%
49 West 27th Street,10001,49,WEST 27 STREET,Office,Office,80804.0,1930,1,100,73.1,76.8,10.2,0.4,1074.1,12.48,40.744911,-73.98974,457.8,168.3,289.5,6.128614385255216,94,>50,76-100%
31 West 27th Street,10001,31,WEST 27 STREET,Office,Office,142000.0,2014,1,100,30.7,,,,5813.1,40.94,40.744747,-73.989354,403.9,,403.9,6.003640123038116,10,0-10,76-100%
44-50 West 28th Street,10001,44,WEST 28 STREET,Office,Office,141830.0,1967,1,100,85.9,84.6,16.1,0.3,1710.1,12.06,40.745556,-73.989386,976.8,236.8,740.0,6.8853051501445455,57,>50,76-100%
37 West 28th Street,10001,37,WEST 28 STREET,Office,Office,49700.0,1916,1,100,89.4,101.0,9.0,0.0,815.4,14.91,40.745526,-73.989274,398.2,239.0,159.2,5.989462544437309,108,,76-100%
1182 Broadway,10001,1182,BROADWAY,Office,Office,75750.0,1910,1,100,82.8,82.8,5.4,0.6,1704.1,22.5,40.745504,-73.988679,388.4,259.2,129.1,5.964607092938099,114,,76-100%
2 West 29th St.,10001,2,WEST 29 STREET,Multifamily Housing,Multifamily Housing,64846.0,1928,1,100,73.7,78.7,3.4,0.0,,,40.745405,-73.987113,417.8,335.8,81.9,6.037393478996382,96,>50,76-100%
1201 Broadway,10001,1195,BROADWAY,Office,Office,59151.0,1930,1,100,46.7,46.7,9.8,0.0,2947.3,26.79,40.745694,-73.988664,450.6,102.5,348.2,6.112796832275507,94,>50,76-100%
32 West 29th Street,10001,32,WEST 29 STREET,Hotel,Hotel,50150.0,2012,1,100,83.6,86.5,12.8,0.4,,,40.746149,-73.988877,310.1,105.5,204.6,5.740114403903592,12,11-20,76-100%
"50 West 29th Street, New York",10001,46,WEST 29 STREET,Multifamily Housing,Multifamily Housing,63684.0,1924,1,100,65.8,72.4,3.9,0.6,1020.1,15.3,40.746234,-73.989083,269.9,183.9,86.0,5.6017497490910495,100,>50,76-100%
1200 Broadway,10001,1200,BROADWAY,Multifamily Housing,Multifamily Housing,101430.0,1867,1,100,65.2,73.5,1.2,0.0,,,40.746059,-73.988408,497.1,457.5,39.6,6.210800860079238,157,,76-100%
1220 Broadway,10001,1218,BROADWAY,Office,Office,65000.0,1931,1,100,79.0,,,,1941.9,25.15,40.746676,-73.988462,502.3,275.1,227.2,6.2211864137823145,93,>50,76-100%
29 West 30th Street,10001,29,WEST 30 STREET,Office,Office,60500.0,1915,1,100,119.2,118.4,11.7,,982.7,14.02,40.746531,-73.98782,673.5,407.6,265.9,6.51397167564781,109,,76-100%
11 West 30th St,10001,11,WEST 30 STREET,Multifamily Housing,Multifamily Housing,41804.0,1927,1,100,83.6,93.2,7.0,0.0,2074.9,33.28,40.746229,-73.987098,412.9,271.9,141.0,6.025624398754687,97,>50,76-100%
7 West 30th St.,10001,7,WEST 30 STREET,Office,Office,51554.0,1913,1,100,51.1,55.6,5.7,0.4,1219.9,21.84,40.74616,-73.986939,195.7,92.5,103.2,5.281679725395013,111,,76-100%
30 W 31st Street,10001,30,WEST 31 STREET,Hotel,Hotel,177000.0,2012,1,85,37.3,37.8,6.3,0.2,7121.1,40.23,40.747123,-73.987361,504.0,145.9,358.1,6.22455842927536,12,11-20,76-100%
1261 Broadway,10001,1255,BROADWAY,Office,Office,130000.0,1909,1,100,34.6,41.0,3.2,0.0,1740.7,12.43,40.747747,-73.988281,387.8,245.4,142.4,5.963065072586284,115,,76-100%
38 W 32ND STREET,10001,39,WEST 31 STREET,Office,Office,132844.0,1915,1,90,43.8,43.8,6.1,0.0,3591.1,27.03,40.747247,-73.987607,487.8,221.2,266.6,6.191953407857386,109,,76-100%
25 W 31st Street,10001,25,WEST 31 STREET,Office,Office,60000.0,1912,1,100,56.5,,9.5,,,,40.747044,-73.987123,290.4,104.1,186.3,5.674696893761104,112,,76-100%
302 5th Avenue,10001,302,5 AVENUE,Office,Office,75370.0,1915,1,100,66.0,72.9,10.3,0.0,3147.8,40.69,40.746681,-73.985856,430.6,172.0,258.6,6.0674992333839795,109,,76-100%
6 West 32nd Street,10001,6,WEST 32 STREET,Hotel,Hotel,83753.0,1900,1,90,83.2,84.4,13.2,0.4,9104.5,108.71,40.747381,-73.986051,518.5,171.9,346.6,6.252866810539282,124,,76-100%
