Address 1 (self-reported),Postal Code,Street Number,Street Name,Primary Property Type - Self Selected,Largest Property Use Type,Primary Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,GHG Emissions,Direct GHG Emissions,Indirect GHG Emissions
210 Central Park South,10019,210,CENTRAL PARK SOUTH,Multifamily Housing,Multifamily Housing,122871.0,1968,1,100,84.1,84.3,5.6,0.7,4685.2,38.13,40.767093,-73.979621,643.7,422.6,221.1
222 Central Park South,10019,222,CENTRAL PARK SOUTH,Multifamily Housing,Multifamily Housing,70650.0,1908,1,100,64.9,,,0.0,1246.3,17.64,40.767181,-73.97983,363.7,247.9,115.8
230 Central Park South,10019,230,CENTRAL PARK SOUTH,Multifamily Housing,Multifamily Housing,79348.0,1938,1,100,58.4,63.7,3.0,,3497.1,40.59,40.767239,-73.979968,389.8,307.3,82.5
351 w. 42nd st.,10036,351,WEST 42 STREET,Residence Hall/Dormitory,Residence Hall/Dormitory,100015.0,1929,1,100,115.4,123.0,11.4,0.0,11015.8,99.8,40.757848,-73.991229,1017.8,608.3,409.5
300 West 43rd Street,10036,671,8 AVENUE,Office,Office,72038.0,1908,1,100,93.7,99.6,10.0,0.3,5341.7,74.15,40.7576,-73.989536,501.1,270.2,230.8
"330 West 45th Street, New York",10036,330,WEST 45 STREET,Multifamily Housing,Multifamily Housing,104976.0,1964,1,100,75.9,,6.1,0.2,,,40.75959,-73.989431,599.8,379.1,220.8
325 West 45th Street,10036,325,WEST 45 STREET,Multifamily Housing,Multifamily Housing,139700.0,1924,1,100,65.5,67.6,4.8,0.3,7364.6,52.72,40.759555,-73.989297,639.8,421.0,218.8
300 West 49th Street,10019,799,8 AVENUE,Multifamily Housing,Multifamily Housing,104500.0,1923,1,100,85.0,90.1,5.4,,10317.1,89.71,40.761292,-73.986842,773.8,573.5,200.2
341-349 W 50 Street,10019,335,WEST 50 STREET,Multifamily Housing,Multifamily Housing,150001.0,1930,1,100,122.8,130.8,6.1,1.1,,,40.763084,-73.987968,1107.2,806.3,300.9
350 West 51st Street,10019,350,WEST 51 STREET,Multifamily Housing,Multifamily Housing,112549.0,1965,1,100,89.4,88.6,7.8,0.6,5324.6,43.71,40.76374,-73.987632,710.5,401.1,309.4
851 8th Ave,10019,851,8 AVENUE,Hotel,Hotel,164932.0,1962,1,100,107.5,106.6,13.0,0.0,12753.0,77.32,40.763059,-73.985557,1464.7,771.9,692.8
333 WEST 52nd STREET,10019,333,WEST 52 STREET,Office,Office,102513.0,1929,1,100,91.7,99.3,13.6,0.0,1810.5,17.66,40.764004,-73.986264,788.0,337.2,450.8
305 West 52nd Street,10019,305,WEST 52 STREET,Multifamily Housing,Multifamily Housing,60895.0,1942,1,100,79.9,79.3,4.8,0.2,4683.6,76.91,40.763765,-73.985694,362.7,266.1,96.6
300 West 53rd Street,10019,879,8 AVENUE,Multifamily Housing,Multifamily Housing,50497.0,1947,1,100,95.8,101.1,10.1,0.0,2986.4,49.89,40.763839,-73.98499,461.1,265.1,196.0
350 West 53rd Street,10019,350,WEST 53 STREET,Multifamily Housing,Multifamily Housing,52600.0,2004,1,100,116.1,122.1,15.4,0.7,2354.9,44.77,40.764769,-73.986181,433.9,177.6,256.3
310 West 55th St,10019,304,WEST 55 STREET,Multifamily Housing,Multifamily Housing,76800.0,1947,1,100,38.7,,3.0,0.3,1666.7,21.7,40.765625,-73.984336,190.3,115.0,75.3
340 West 55th Street,10019,340,WEST 55 STREET,Multifamily Housing,Multifamily Housing,65750.0,1924,1,100,69.5,74.0,5.1,0.6,2813.2,42.79,40.765933,-73.985065,289.5,180.0,109.5
350 West 55th Street,10019,350,WEST 55 STREET,Multifamily Housing,Multifamily Housing,78963.0,1912,1,100,76.3,81.5,5.2,0.6,3712.9,47.02,40.766021,-73.985267,377.9,242.8,135.1
357 West 55th Street,10019,357,WEST 55 STREET,Multifamily Housing,Multifamily Housing,68448.0,1935,1,100,82.2,87.5,6.6,0.0,2259.4,32.05,40.766084,-73.985379,457.1,306.8,150.3
347 West 55th Street,10019,347,WEST 55 STREET,Multifamily Housing,Multifamily Housing,53952.0,1911,1,100,94.0,96.0,4.8,0.4,3565.7,66.09,40.765999,-73.985177,347.7,263.5,84.3
939 Eigth Avenue,10019,939,8 AVENUE,Multifamily Housing,Multifamily Housing,51412.0,1930,1,100,78.8,,,,,,40.765735,-73.983603,336.7,288.5,48.1
310 West 56th Street,10019,306,WEST 56 STREET,Multifamily Housing,Multifamily Housing,69643.0,1964,1,100,88.9,,5.9,0.0,4264.6,61.24,40.766268,-73.983917,481.9,345.1,136.8
320 West 56th Street,10019,318,WEST 56 STREET,Multifamily Housing,Multifamily Housing,62171.0,1961,1,100,52.3,54.0,4.1,0.4,2843.8,45.74,40.766372,-73.984159,208.8,124.3,84.5
330 West 56th St,10019,330,WEST 56 STREET,Multifamily Housing,Multifamily Housing,193273.0,1974,1,100,27.9,,6.8,0.0,,,40.766474,-73.984405,474.0,36.4,437.6
309-11 West 57th Street,11019,307,WEST 57 STREET,Multifamily Housing,Multifamily Housing,71517.0,1928,1,100,92.6,98.6,6.1,0.8,,,,,532.5,285.7,246.8
440 West 41st St,10036,440,WEST 41 STREET,Multifamily Housing,Multifamily Housing,69281.0,1988,1,100,44.6,44.7,0.5,0.4,,,40.758534,-73.994802,168.8,157.8,11.1
420 West 45th Street,10036,420,WEST 45 STREET,Office,Office,65000.0,1918,1,100,75.0,76.2,16.3,0.0,304.7,4.69,40.760743,-73.992174,425.6,96.2,329.4
449 W. 44th Street,10036,444,WEST 45 STREET,Multifamily Housing,Multifamily Housing,65615.0,1988,1,100,69.4,74.1,5.7,0.0,3145.6,47.94,40.761185,-73.993217,362.3,236.9,125.4
454 West 46th Street,10036,454,WEST 46 STREET,Multifamily Housing,Multifamily Housing,64230.0,1988,1,100,70.7,74.8,6.0,0.5,2104.3,32.76,40.761858,-73.992856,293.1,171.9,121.1
410 WEST 53RD STREET,10019,410,WEST 53 STREET,Multifamily Housing,Multifamily Housing,166518.0,1987,1,100,91.6,91.0,8.5,0.0,,,40.765623,-73.988213,1227.9,757.4,470.5
425 W. 53rd St.,10019,405,WEST 53 STREET,Multifamily Housing,Multifamily Housing,173915.0,2009,1,100,52.0,54.5,6.9,0.3,,,40.765587,-73.98808,641.9,263.9,378.0
810 10th Avenue,10019,800,10 AVENUE,Multifamily Housing,Multifamily Housing,188879.0,2008,1,100,45.2,47.4,4.5,0.3,3935.0,20.83,40.766891,-73.99017,570.3,297.7,272.6
400 West 55th Street,10019,831,9 AVENUE,Multifamily Housing,Multifamily Housing,155137.0,2004,1,100,99.0,101.8,12.8,0.6,8014.1,42.19,40.76637,-73.986856,1337.7,544.6,793.0
421 W. 54th Street,10019,421,WEST 54 STREET,Multifamily Housing,Multifamily Housing,49284.0,1928,1,100,64.9,66.9,12.8,0.2,1633.9,22.66,40.766348,-73.98795,374.8,79.2,295.6
405 West 55th Street,10019,841,9 AVENUE,Performing Arts,Performing Arts,95436.0,2003,1,100,103.1,106.0,16.9,0.5,2190.9,22.96,40.766715,-73.986603,743.3,227.4,515.9
401 West 56th Street,10019,863,9 AVENUE,Multifamily Housing,Multifamily Housing,69881.0,1963,1,100,121.0,124.3,10.5,0.9,6107.1,84.84,40.767347,-73.986137,568.2,321.1,247.2
408 West 57th St.,10019,408,WEST 57 STREET,Multifamily Housing,Multifamily Housing,108680.0,1957,1,100,60.7,60.1,5.4,0.4,3797.9,31.98,40.768159,-73.986307,472.5,263.4,209.1
442 West 57th Street,10019,442,WEST 57 STREET,Multifamily Housing,Multifamily Housing,103612.0,1960,1,100,55.9,,,,,,40.76845,-73.987,387.5,224.9,162.6
457 West 57th Street,10019,457,WEST 57 STREET,Multifamily Housing,Multifamily Housing,120904.0,1929,1,100,82.8,85.1,5.8,,5189.4,42.92,40.768585,-73.987271,788.6,558.9,229.7
435 West 57th Street,10019,435,WEST 57 STREET,Multifamily Housing,Multifamily Housing,223856.0,1962,1,100,74.7,73.9,4.9,0.6,11665.2,52.11,40.768395,-73.986827,1045.2,678.2,367.0
475 West 57th St.,10019,477,WEST 57 STREET,Multifamily Housing,Multifamily Housing,100322.0,1986,1,100,82.1,82.7,8.3,0.0,5590.2,50.74,40.768755,-73.987678,729.5,427.0,302.5
462 West 58th Street,10019,462,WEST 58 STREET,Multifamily Housing,Multifamily Housing,109797.0,2008,1,100,65.0,66.7,8.2,0.4,3001.2,27.33,40.769298,-73.986909,502.0,213.9,288.1
"560 W. 42nd,",10036,554,11 AVENUE,Distribution Center,Distribution Center,80193.0,1978,1,100,44.2,46.9,9.7,0.1,,,40.761015,-73.998159,335.3,53.6,281.7
529 West 42nd Street,10036,529,WEST 42 STREET,Multifamily Housing,Multifamily Housing,240413.0,1912,1,100,63.9,67.0,6.7,0.4,5632.1,23.43,40.760175,-73.996751,1037.5,519.4,518.0
521 West 42nd Street,10036,521,WEST 42 STREET,Multifamily Housing,Multifamily Housing,96955.0,2005,1,100,62.7,65.4,5.1,0.5,,,40.760115,-73.99661,392.5,230.0,162.5
543-551 West 43rd street,10036,543,WEST 43 STREET,Self-Storage Facility,Self-Storage Facility,150644.0,1920,1,100,28.6,31.6,3.9,0.2,11.8,0.08,40.760999,-73.99661,308.6,122.4,186.1
545 West 45th Street,10036,535,WEST 45 STREET,Office,Office,116200.0,1930,1,100,83.4,88.8,15.0,0.4,,,40.762184,-73.995553,755.4,193.1,562.3
